Response,Label,Question
 The subject is Geology.,Non-Animal,Which subject involves the study of the Earth's physical structure and processes?
 The main ingredient in a traditional cheesecake is cream cheese.,Non-Animal,What is the main ingredient in a traditional cheesecake?
 Humans detect changes in temperature through thermoreceptors in the skin that send signals to the brain.,Non-Animal,How do humans detect changes in temperature?
 A touchdown is worth 6 points in American football.,Non-Animal,"In American football, how many points is a touchdown worth?"
 A hole-in-one is a perfect shot in golf.,Non-Animal,In which sport is a hole-in-one a perfect shot?
 The first letter of the alphabet is A.,Non-Animal,What is the first letter of the alphabet?
 The appliance commonly used for making toast is a toaster.,Non-Animal,Which appliance is commonly used for making toast?
 A fairy godmother granted Cinderella's wish to attend the royal ball.,Non-Animal,Who granted Cinderella's wish to attend the royal ball?
 The objective of a soccer match is to score more goals than the opposing team within the allotted time.,Non-Animal,What is the objective of a soccer match?
 The classic game that involves sliding colored tiles to create patterns is Mahjong.,Non-Animal,What classic game involves sliding colored tiles to create patterns?
 A standard deck of playing cards has 52 cards.,Non-Animal,How many cards are in a standard deck of playing cards?
 Saffron threads come from the stigmas of the Crocus sativus flower.,Non-Animal,Where do saffron threads come from?
 A common appliance used for cleaning clothes is a washing machine.,Non-Animal,What is a common appliance used for cleaning clothes?
 A popular type of footwear with a rubber sole and canvas upper is a sneaker or tennis shoe.,Non-Animal,What is a popular type of footwear that has a rubber sole and canvas upper?
" Some popular seafood options for a dinner menu include salmon, shrimp, lobster, crab, and tuna.",Non-Animal,What are some popular seafood options for a dinner menu?
 The movie Parasite won the Academy Award for Best Picture in 2020.,Non-Animal,Which movie won the Academy Award for Best Picture in 2020?
 A whisk is used to whisk ingredients together.,Non-Animal,What tool is used to whisk ingredients together?
 Australia is famous for kangaroos and koalas.,Non-Animal,Which country is famous for kangaroos and koalas?
" The average lifespan of a typical sofa is about 7 to 10 years. However, this can vary based on usage, quality, and maintenance.",Non-Animal,What is the average lifespan of a typical sofa?
 The most popular car color in the world is typically white.,Non-Animal,What is the most popular car color in the world?
" The change in temperatures and weather patterns between seasons is primarily caused by the tilt of the Earth's axis. As the Earth orbits the sun, its tilted axis results in varying angles of sunlight hitting different parts of the Earth at different times of the year, leading to seasonal changes.",Non-Animal,What causes the change in temperatures and weather patterns between seasons?
" The instrument often referred to as the ""king of instruments"" is the pipe organ.",Non-Animal,"What instrument is often referred to as the ""king of instruments"" due to its versatility and grandeur?"
" To effectively navigate in the wilderness while camping, use a map and compass, stay on marked trails, and be aware of landmarks.",Non-Animal,How can you effectively navigate in the wilderness while camping?
 The most common musical instrument in a symphony orchestra is the violin.,Non-Animal,What is the most common musical instrument in a symphony orchestra?
" Vowels are speech sounds produced without any significant constriction or blockage of airflow in the vocal tract. They are typically voiced and can be found in all languages. The English vowels are A, E, I, O, U, and sometimes Y.",Non-Animal,What are vowels?
 The purpose of brakes on a bicycle is to slow down or stop the bike by applying friction to the wheels.,Non-Animal,What is the purpose of brakes on a bicycle?
" Bees help in the pollination of flowers by transferring pollen from the male parts (anthers) of a flower to the female parts (stigmas) of the same or another flower, facilitating fertilization and the production of seeds.",Non-Animal,How do bees help in the pollination of flowers?
" Textiles are commonly used for clothing, upholstery, bedding, and various household items.",Non-Animal,What are textiles commonly used for?
" Ships communicate with each other at sea using radio communication, specifically using the marine VHF radio band. They also use signal flags, light signals, and sometimes satellite communication for long-distance or critical communications.",Non-Animal,How do ships communicate with each other while at sea?
 A chef's knife is commonly used to cut vegetables quickly and evenly.,Non-Animal,What tool is used to cut vegetables quickly and evenly?
" The type of candy that is hard and comes in flavors like peppermint and cinnamon is hard candy, also known as boiled sweets or lollipops.",Non-Animal,What type of candy is hard and typically comes in various flavors including peppermint and cinnamon?
