Response,Label,Question
"Stars produce energy through nuclear fusion, where hydrogen atoms combine to form helium, releasing a tremendous amount of energy in the process.",Animal,How do stars produce energy?
The largest planet in our solar system is Jupiter.,Animal,What is the largest planet in our solar system?
The sport you're referring to is badminton.,Animal,What sport involves players hitting a birdie over a net with a racket?
"There are traditionally 10 basic ice cream flavors: vanilla, chocolate, strawberry, butterscotch, pistachio, coconut, mango, raspberry, coffee, and rocky road.",Animal,How many basic ice cream flavors are there?
"Parents can help their children organize their school supplies by creating a designated space for them, such as a desk or shelf, and encouraging them to sort and categorize items regularly.",Animal,How can parents help their children organize their school supplies?
The term for the moon phase when the entire moon is visible is a Full Moon.,Animal,What is the term for the moon phase when the entire moon is visible?
A standard chess set consists of 32 pieces.,Animal,How many pieces are in a standard chess set?
The appliance used for keeping food cold is a refrigerator.,Animal,Which appliance is used for keeping food cold?
A commercial ship is typically required to have at least 12 lifeboats.,Animal,How many lifeboats are typically required on a commercial ship?
The name of the game is Jenga.,Animal,"What is the name of the game where players try to remove ""bones"" from a ""body"" without touching the edges?"
The shape of a stop sign is an octagon.,Animal,What is the shape of a stop sign?
The sense of balance is also referred to as equilibrium.,Animal,What is the sense of balance also referred to as?
A tape measure is used in carpentry for measuring lengths and distances accurately.,Animal,What is a tape measure used for in carpentry?
"The main ingredient in curry powder is typically a blend of spices, but turmeric is a key component.",Animal,What is the main ingredient in curry powder?
The father of pop art is often considered to be Andy Warhol.,Animal,Who is known as the father of pop art?
Speed is typically measured while driving in miles per hour (mph) or kilometers per hour (km/h).,Animal,How is speed typically measured while driving?
"Playgrounds are important for children's development because they provide a space for physical activity, social interaction, and imaginative play. These experiences help children develop motor skills, learn to cooperate with others, and foster creativity.",Animal,Why are playgrounds important for children's development?
"The band considered one of the pioneers of heavy metal that released the album ""Paranoid"" is Black Sabbath.",Animal,"What band is considered one of the pioneers of heavy metal and released the album ""Paranoid""?"
A pentagon has 5 sides.,Animal,How many sides does a pentagon have?
A cube has 12 edges.,Animal,How many edges does a cube have?
"Some common mistakes people make when starting an exercise routine include overtraining, not warming up properly, and setting unrealistic goals.",Animal,What are some common mistakes people make when starting an exercise routine?
"Engaging in outdoor activities can improve physical health, reduce stress, and enhance mood.",Animal,What are some benefits of engaging in outdoor activities?
I like my eggs scrambled.,Animal,How do you like your eggs cooked?
Chewy gummies,Animal,"Which candy type is a small, hard, colored candy often found in a variety of fruit flavors?"
The color associated with danger is red.,Animal,What color is associated with danger?
"Common materials used for upholstery in furniture include leather, fabric, and synthetic materials like vinyl or PVC.",Animal,What are some common materials used for upholstery in furniture?
"You can prepare a hearty and comforting stew by first selecting your protein (such as beef, chicken, or lentils), then sautéing onions, garlic, and your choice of vegetables (like carrots, potatoes, and celery) in a pot. Add your protein and broth, bring to a simmer, and let it cook slowly for a few hours until the flavors meld together.",Animal,How can you prepare a hearty and comforting stew for dinner?
The lead singer of Queen was Freddie Mercury.,Animal,Who was the lead singer of Queen?
"The subject that involves the study of the Earth's past, present, and future climate is Climatology.",Animal,"What subject involves the study of the Earth's past, present, and future climate?"
"To properly measure your foot size for buying shoes, you should stand on a piece of paper, mark the tip of your longest toe, and measure the length from the back of your heel to the mark.",Animal,How do you properly measure your foot size for buying shoes?
